Index_1777,Index,Index_final,Index_initial,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
805,453,453,1243,O1CC2C(C(c3c(cc4OCOc4c3)C2O)c2cc(OC)c(OC)c(OC)c2)C1=O,Podophyllotoxin,,,0,Fourches,,,,,,,,,,,,,,I ,0,Rodgers,,,,0/4,Zhu  Fourches  LiuZ_SIDER  Rodgers,Negative,0,59.805447,0,0,2,3,7,0,12,0,52,1,8,30,20,76.20787,1.465536,0,0,22,0,0,22,0,0,8,0,0,1.4757209,-2.6579213,-0.5915311,0.46610162,2.7951219,-2.6399,-0.56990093,0.53017449,2.8043311,-2.4320016,-0.34293675,0.74168289,3.0208037,36.504555,4,0.11764706,12,56,1,34,3,4,0.11764706,43,0,20.990835,16.837967,13.533015,14.748194,14.566412,9.6501884,5.8723497,7.3409014,4,4,0.79676342,11,0,-0.78694755,-0.45600033,-0.050166406,2.9464803,-0.94361722,-0.3902902,0.072071612,3.0397513,-0.52706176,-0.20640366,0.1274098,3.1985397,21.82526,8.7412529,3.5702479,17.930233,7.1298542,2.8973103,4.2613316,8,1,1,0,1.8884799,-3.4782901,10.47509,0,1,25,1,5,4,1,4.5209999,-4.527,2.8054988,-2.8054988,0.095035747,0.13787074,87.789131,96.633171,42.292599,21.201273,10.324173,14.708499,0,55.645233,0,0,0,0,13.566921,22.790077,0.83178657,0.25209472,0.099621564,0.16821343,0.74790531,0.068591855,303.5614,92.002235,36.356998,61.389671,272.94885,25.032671,0.45454547,0.83333331,4.5209999,-4.527,0.14576422,0.15020986,0.51379746,0.25209472,0.099621564,0.48620254,0.74790531,0.38658097,187.51094,92.002235,36.356998,177.44014,272.94885,141.08315,6,1,5,0.14576422,0.15020986,1,2.5046999,80.384666,7.7454643,34.862103,43.91037,18.378317,106.1516,4.4107962,70.572739,6.4686494,26.21714,10.35158,34.862103,80.384666,8.8215923,46.653309,0,70.572739,51.655834,106.1516,92.68,0.38632196,6.0874629,3.2215321,9.5775108,364.95108,520.11676,26.085701,0,0,0,256.27008,45.52071,39.652622,414.41,2119,58,170,0.11048785,0.063620202,0.0,0,0,0
807,454,454,1245,O1CCCC1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,Terazosin,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,1,0,,,,,,,,I ,0,Rodgers,,,,1/4,Zhu  LiuR  LiuZ_SIDER  Rodgers,Negative,0,58.817825,0,0,2,3,6,0,10,0,53,1,7,28,16,87.163116,1.644587,0,0,19,0,0,25,0,5,4,0,0,1.3131334,-2.7152939,-0.55299807,0.47548217,2.7123544,-2.8679442,-0.51246363,0.54602152,2.6785104,-2.4327705,-0.30157426,0.71279305,2.9637022,39.976173,5,0.16129032,11,56,1,31,2,5,0.16129032,44,0,19.672998,16.180996,12.181798,12.982763,13.600886,9.4500971,4.601624,5.3745747,1,1,0.76372206,15,0,-0.84273463,-0.4489595,-0.014787029,2.7419031,-1.3348324,-0.39821011,0.059574649,2.7514739,-0.5254491,-0.18620402,0.13289483,3.0026193,21.240376,9.4276857,4.54179,16.531723,7.2650766,3.4752369,4.2894373,9,2,1,0,0.25573999,-3.7069099,10.272151,1,1,22,1,4,7,1,5.7919998,-5.7940001,2.6756897,-2.6756897,0.094353415,0.13721259,154.04753,70.680344,50.250557,0,15.681574,12.949531,0,41.912434,0,0,0,11.365152,20.21804,7.5112681,0.82391399,0.21061735,0.10164532,0.17608599,0.78938264,0.074440673,316.89087,81.006897,39.09446,67.725563,303.60953,28.631105,0.46666667,0.875,5.7919998,-5.7940001,0.12430939,0.1553331,0.41376778,0.16537064,0.10164532,0.58623219,0.83462936,0.48458689,159.14189,63.604267,39.09446,225.47455,321.01218,186.38008,8,0,4,0.12430939,0.1553331,1,1.0568,58.021278,41.954155,41.330753,94.68457,0,70.767738,0,40.003471,37.736813,14.713869,10.48214,34.862103,58.695148,3.1243138,16.955505,8.9441147,105.92036,99.943352,70.767738,103.04,0.39893496,5.9541965,3.6639705,9.2930641,384.61642,507.30496,32.44334,0,0,17.742489,272.09097,39.821667,50.185829,387.44,2195,47,150,0.345884,0.065380402,0.4,0,0,0
808,455,455,1246,O1CCCC1C(=O)NCCCN(C)c1nc(N)c2cc(OC)c(OC)cc2n1,Alfuzosin,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,2,0,,,,,,,,,,,,,,3/4,Zhu  Fourches  LiuR  LiuZ_SIDER,Positive,1,60.151409,0,0,2,3,6,0,10,0,55,2,8,28,16,89.27256,1.6231375,0,0,19,0,0,27,0,5,4,0,0,1.4146559,-2.6128495,-0.53028107,0.4019188,2.6842105,-2.737709,-0.49399382,0.46799824,2.6731386,-2.3429291,-0.29890853,0.62972438,2.9143856,40.84259,8,0.26666668,11,57,1,30,7,9,0.30000001,45,0,20.095648,16.526676,12.474691,13.275657,13.528407,9.3285742,4.601624,5.3745747,1,1,0.74955165,16,0,-0.83940476,-0.44444868,-0.0048319972,2.6416206,-1.3348348,-0.36769706,0.058724187,2.6898134,-0.52560598,-0.19770561,0.14438179,2.9065347,22.68,10.857822,5.7956104,17.652208,8.3671551,4.4346213,5.2749557,9,3,1,0,0.85273999,-3.8658299,10.479886,1,1,16,1,3,9,1,5.862,-5.8639998,2.7258797,-2.7258797,0.091660693,0.13468872,148.98982,53.618797,50.250557,8.6190128,28.631105,0,0,73.85244,0,0,0,11.365152,20.21804,7.6481595,0.83168745,0.28047055,0.097301647,0.16831255,0.71952945,0.071010903,335.33063,113.08379,39.23135,67.862457,290.10928,28.631105,0.5,1,5.862,-5.8639998,0.12282497,0.15347886,0.42686397,0.1580909,0.097301647,0.57313603,0.84190911,0.4758344,172.1086,63.741161,39.23135,231.08449,339.4519,191.85313,8,0,3,0.12282497,0.15347886,1,1.3507,76.032028,38.829842,41.330753,57.805416,0,103.66492,0,40.003471,56.605217,14.713869,10.69251,34.862103,55.570835,21.135065,16.955505,8.9441147,124.78877,63.064198,103.66492,111.83,0.38983503,5.9068904,3.7884555,9.2822638,403.19308,519.58527,32.44334,0,0,23.425066,281.19992,39.821667,55.868408,389.45599,2380,43,142,0.16384511,0.23689939,0.4,0,0,1
811,456,456,1253,O1CCN(C)[C@@H](C)[C@H]1c1ccccc1,Phendimetrazine,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/2,Zhu  Chen,Negative,0,34.357479,1,1,0,0,2,0,6,0,31,0,2,14,12,41.073666,1.324957,0,0,12,0,0,17,0,1,1,0,0,1.9437938,-2.745621,-0.51414424,0.57736981,2.6813557,-2.8039954,-0.41453937,0.67270797,2.6700804,-2.4788787,-0.38791084,0.70780951,2.9375365,22.480518,1,0.06666667,6,32,0,15,3,1,0.06666667,26,0,9.9662552,8.8111277,7.9556656,8.681798,6.7876935,5.1560602,3.6100423,4.5605135,2,0,0.65930808,7,0,-0.84930897,-0.35454196,0.058479846,2.5620246,-0.95549917,-0.26386139,0.13701537,2.611208,-0.51794106,-0.17983106,0.15598767,2.8091967,10.515555,4.6799998,2.3431952,8.7738733,3.8458905,1.903224,2.4102397,2,0,1,0,2.1040001,-1.87502,5.8084683,0,1,12,1,2,3,0,2.2639999,-2.2639999,1.0400724,-1.0400724,0.095059022,0.35493878,54.726761,53.979309,0,0,0,0,0,44.194908,61.274521,0,0,0,0,2.503756,0.98844486,0.49830881,0.011555126,0.011555126,0.50169116,0,214.17549,107.97318,2.503756,2.503756,108.70607,0,0.42857143,0.75,2.2639999,-2.2639999,0.18727915,0.35777384,0.71415377,0.30453685,0.011555126,0.28584626,0.69546318,0.27429113,154.74229,65.986816,2.503756,61.936951,150.69243,59.433197,4,0,2,0.18727915,0.35777384,1,2.1737001,0,3.1243138,14.981856,39.365837,3.185575,32.897186,0,88.215919,6.4686494,33.326015,5.7337999,10.999887,3.1243138,0,13.636193,0,88.215919,39.365837,66.223206,12.47,0.61744827,4.9068904,2.6093893,7.3213534,216.67924,290.11322,2.503756,0,0,0,202.07498,0,2.503756,191.274,291,20,70,0.11065953,0.067100286,0.0,0,0,0
812,457,457,1254,O1CCN(CC1)CC1CCc2[nH]c(C)c(c2C1=O)CC,Molindone,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,0,0,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,3/5,Zhu  LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins,Positive,1,47.967033,1,0,0,1,3,0,5,0,44,1,4,20,15,62.175892,1.4130884,0,0,16,0,0,24,0,2,2,0,0,1.6328447,-2.7458496,-0.16744624,0.17689864,2.706959,-2.8438406,-0.049655128,0.29194108,2.6811664,-2.4829917,0.031588748,0.35944062,2.9635246,31.750969,3,0.13636364,5,46,1,22,3,3,0.13636364,40,0,14.112519,12.497914,10.734204,11.120955,9.7027082,7.7495432,5.5193853,6.0841169,1,1,0.69564295,10,0,-0.86531687,-0.32242584,-0.10275681,2.8051763,-0.95931357,-0.24585664,-0.012146501,2.8173072,-0.52189064,-0.10016119,0.052454021,3.0516284,14.917356,6.405827,2.9789076,12.739846,5.4224925,2.5053191,3.4540858,4,1,1,0,1.293,-1.6065,7.9300761,0,1,16,1,3,6,0,2.8699999,-2.8710001,1.5052344,-1.5052344,0.11253706,0.25062045,136.22694,46.96413,0,17.077532,0,0,0,47.060158,18.747677,0,0,0,13.566921,2.6406472,0.94258416,0.29054216,0.057415821,0.057415821,0.70945787,0,266.07645,82.015404,16.207567,16.207567,200.26862,0,0.5,1,2.8699999,-2.8710001,0.20731707,0.28213167,0.58897114,0.12004526,0.10439762,0.41102883,0.87995476,0.30663124,166.25714,33.88686,29.46978,116.02687,248.39716,86.557091,5,1,3,0.20731707,0.28213167,1,1.96276,0,8.8119249,27.785418,97.171249,40.157658,37.736813,0,0,18.868406,66.652031,7.8308201,34.862103,3.1243138,21.196325,11.884645,0,56.605217,102.85886,66.652031,45.330002,0.49991596,5.4594316,3.1031795,8.3475962,282.28403,397.30148,16.070677,0,0,5.6825762,231.28258,8.458519,21.753254,276.38,799,32,106,0.10361417,0.12276487,0.0,0,0,1
813,458,458,1255,O1CCN(CC1)CCC1CN(CC)C(=O)C1(c1ccccc1)c1ccccc1,Doxapram hydrochloride,,,1,Fourches,,,,LiuZ_PLOS_SIDER,0,0,,,,,,,,,,,,,,1/3,Zhu  Fourches  LiuZ_SIDER,Negative,0,66.047791,0,0,2,3,3,0,12,0,58,0,3,28,23,78.517082,1.3537427,0,0,24,0,0,30,0,2,2,0,0,1.5920109,-2.7501237,-0.56328279,0.59878063,2.7848508,-2.8363819,-0.47418341,0.68759549,2.7357588,-2.4865158,-0.41863066,0.74064618,3.0417931,39.630211,6,0.19354838,12,61,1,31,4,6,0.19354838,48,0,19.39913,16.718632,15.007708,16.537323,13.763222,10.469866,7.8836455,9.8112974,1,1,0.6797477,11,0,-0.85635906,-0.38970351,0.060041483,3.0356612,-0.97427654,-0.27307531,0.13891664,3.0526717,-0.52943188,-0.20531638,0.16178782,3.2893784,21.240376,9.8712816,4.2579994,16.849447,7.7592134,3.3251863,4.6692305,4,0,1,0,3.789,-3.9470301,11.317707,0,1,23,1,4,8,0,4.3870001,-4.388,2.0237496,-2.0237496,0.11795899,0.1864077,121.01547,89.617989,0,0,12.949531,0,0,45.058395,122.54904,0,0,0,13.566921,2.503756,0.928743,0.45100823,0.039460376,0.07125701,0.5489918,0.03179663,378.24091,183.67812,16.070677,29.020208,223.58299,12.949531,0.45454547,0.83333331,4.3870001,-4.388,0.12970139,0.18459435,0.69335538,0.35121644,0.039460376,0.30664459,0.64878356,0.26718423,282.37668,143.03679,16.070677,124.88441,264.2243,108.81374,6,0,4,0.12970139,0.18459435,1,3.1733,0,11.507411,34.862103,134.05042,10.781946,0,0,176.43184,18.868406,33.326015,11.1284,34.862103,6.2486277,4.4107962,6.37115,0,195.30025,139.30919,33.326015,32.779999,0.39893496,5.9541965,3.2342691,9.372282,407.26111,556.84778,16.070677,0,0,0,355.54199,12.949531,16.070677,378.51599,1843,49,148,0.10273622,0.29670265,0.4,0,0,0
817,459,459,1261,O1CCN(\N=C\c2oc([N+](=O)[O-])cc2)C1=O,Furazolidone,,,0,Fourches,,,,,,,1,LiuZ_Pfizer,moderate hepatotoxic,1,LiuZ_OBrien,1,Ekins,,,,,,,3/4,Fourches  LiuZ_Pfizer  LiuZ_OBrien  Ekins,Positive,1,26.05755,1,1,0,0,2,0,5,0,23,0,2,16,5,44.025913,1.9141701,0,0,8,0,0,7,0,3,5,0,0,1.6830111,-2.3383961,-0.57788473,0.56781822,2.5358527,-2.4910674,-0.47050425,0.74546868,2.3767388,-2.1264851,-0.37319499,0.84060526,2.7575564,15.678449,3,0.17647059,5,24,3,17,2,3,0.17647059,16,0,11.543606,8.0291462,4.6462646,5.2675848,7.6647038,4.3913193,1.6993587,2.2247448,0,0,0.92780495,9,0,-0.78623259,-0.45701405,0.051529232,2.1899672,-0.94859266,-0.34706175,0.20097178,2.1686199,-0.51282662,-0.19814546,0.28110421,2.4079521,12.456747,5.5576558,3.25,8.8883619,3.8673646,2.2191353,2.1484087,8,0,1,0,1.024,-2.74298,5.0176978,1,1,11,1,2,3,0,3.4300001,-3.4300001,1.9099424,-1.9099424,0.23251607,0.18672238,12.254904,70.256226,16.745916,0,0,8.458519,32.14904,4.0280342,0,0,9.4210396,13.566921,5.0075121,33.931049,0.54759777,0.32044905,0.25510493,0.4524022,0.67955095,0.19729729,112.70612,65.954552,52.505482,93.113045,139.86461,40.607563,0.44444445,0.80000001,3.4300001,-3.4300001,0.27988338,0.16618076,0.30524871,0.4199625,0.30087832,0.69475132,0.58003747,0.39387301,62.826031,86.436325,61.926521,142.99313,119.38283,81.066612,5,1,2,0.27988338,0.16618076,1,0.97390002,0,17.404045,28.214245,90.300842,5.4488211,26.170353,0,35.286369,0,28.88221,5.1010399,51.455067,19.664799,50.935009,5.4488211,5.0199933,35.286369,46.682472,17.214357,100.86,0.56510133,5.0874629,3.0619221,7.6580691,205.81915,242.68031,22.987961,0,0,0,78.003006,99.845627,22.987961,225.15999,491,18,80,0.06472563,0.040143732,0.0,0,0,1
822,460,460,1266,O1CCc2c([nH]c3c2cccc3CC)C1(CC(O)=O)CC,Etodolac ,1,Zhu Calibration,1,Fourches,0,1,LiuR_2015,LiuZ_PLOS_SIDER,4,1,,,,,,,,I ,0,Rodgers,1,1,Chen,5/6,LiuZ_SIDER  Rodgers  Chen,Positive,1,47.428654,0,0,1,2,3,0,9,0,42,3,6,21,16,59.99691,1.4284979,0,0,17,0,0,21,0,1,3,0,0,1.8541893,-2.6582541,-0.50410259,0.49268806,2.6890705,-2.5992486,-0.41643202,0.55779386,2.7744997,-2.422493,-0.31459352,0.64681709,2.9247911,26.491346,4,0.17391305,10,44,1,23,5,4,0.17391305,33,0,15.03517,12.531295,10.767585,11.620955,10.109321,7.5965276,6.1759973,7.2845702,1,1,0.71741718,9,0,-0.85264897,-0.39878288,0.056596085,2.8051085,-0.87315774,-0.29331899,0.072210237,2.9068272,-0.52364421,-0.20306864,0.17454983,3.0720766,15.879017,6.2456746,2.6988754,12.595922,4.8928137,2.0940452,2.9347384,4,2,1,0,3.7360001,-3.2102001,8.189127,0,1,15,1,3,4,0,3.0380001,-3.039,1.6998358,-1.6998358,0.15456708,0.21560328,61.923943,58.378639,0,8.6190128,10.324173,14.708499,0,30.521019,74.260063,0,0,0,13.566921,10.408187,0.82665026,0.45543483,0.08480446,0.17334972,0.54456514,0.088545263,233.70268,128.7562,23.975109,49.007782,153.95427,25.032671,0.44444445,0.80000001,3.0380001,-3.039,0.21691902,0.21388614,0.72006434,0.27738312,0.10801782,0.27993569,0.72261685,0.17191786,203.56972,78.419113,30.537769,79.140747,204.29135,48.602978,5,0,3,0.21691902,0.21388614,0.61904764,3.6944399,0,7.7454643,51.647633,46.311485,9.1278973,37.736813,0,57.646656,37.736813,66.652031,8.1671495,34.862103,0,42.170757,9.1278973,4.7171016,128.40317,28.671722,66.652031,62.32,0.48250595,5.523562,2.921818,8.5283966,282.71045,400.5466,2.503756,0,0,5.6825762,211.55956,14.708499,35.320175,287.35898,825,38,114,0.05138072,0.048035312,0.0,0,0,1
823,461,461,1270,O1CCc2c3c(CC[C@H]3CCNC(=O)CC)ccc12,Ramelteon,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/2,Zhu  LiuR,Negative,0,44.866653,1,0,0,1,2,0,6,0,40,1,3,19,15,54.638458,1.3659614,0,0,16,0,0,21,0,1,2,0,0,1.5451281,-2.6294634,-0.51052368,0.41199899,2.6837339,-2.6733177,-0.49335518,0.50156981,2.7896609,-2.3727798,-0.30634844,0.56359196,2.9559436,26.491346,4,0.19047619,6,42,1,21,5,5,0.23809524,35,0,13.242276,11.498295,10.181798,10.828063,9.2920246,7.3340993,6.0336223,6.8981781,1,0,0.69438058,10,0,-0.84258181,-0.40499866,0.053867068,2.7301004,-1.1615325,-0.32841587,0.06766203,2.824157,-0.52755785,-0.21745445,0.15432075,2.9895041,13.959184,6.1854935,2.8800001,11.292481,4.9406028,2.2776074,2.9364035,3,1,1,0,2.401,-3.1247301,7.5743232,0,1,14,1,3,4,0,2.3940001,-2.395,1.3193614,-1.3193614,0.16727883,0.26977766,90.139816,40.471355,0,8.6190128,12.949531,0,0,53.685776,31.002581,0,0,0,13.566921,2.6406472,0.88478899,0.39867893,0.064042389,0.115211,0.60132104,0.051168621,223.91855,100.89593,16.207567,29.157099,152.17972,12.949531,0.5,1,2.3940001,-2.395,0.23767753,0.30480167,0.73952556,0.18707053,0.064042389,0.26047441,0.81292945,0.19643202,187.15591,47.342995,16.207567,65.919731,205.73265,49.712162,5,0,3,0.23767753,0.30480167,0.21052632,2.5675399,29.010639,5.2587838,23.862217,39.365837,9.5567245,37.736813,4.4107962,35.286369,56.605217,38.569443,7.46207,23.862217,10.999887,18.01075,19.210949,0,129.6284,44.624619,33.326015,38.330002,0.51875818,5.3923173,3.151715,8.1759748,253.07564,373.49689,16.070677,0,0,5.6825762,199.71857,12.949531,21.753254,259.349,735,27,100,0.2474076,0.116864,0.0,0,0,0
824,462,462,1271,O1CCc2cc(ccc12)CCN1CC(CC1)C(C(=O)N)(c1ccccc1)c1ccccc1,Darifenacin,,,,,-1,0,LiuR_2015,LiuZ_PLOS_SIDER,0,0,,,,,,,,,,,,,,0/3,Zhu  LiuR  LiuZ_SIDER,Negative,0,73.087791,0,0,2,3,3,0,18,0,62,1,4,32,27,83.347519,1.3443148,0,0,28,0,0,30,0,2,2,0,0,1.2413001,-2.6309581,-0.61809403,0.62730348,2.7790051,-2.7258358,-0.52039087,0.70518345,2.7476194,-2.3761084,-0.45762247,0.77448899,3.0379763,36.990211,7,0.19444445,18,66,1,36,3,7,0.19444445,47,0,21.968044,18.373713,16.532652,18.683588,15.674707,11.555962,9.6216793,12.387013,1,1,0.68829775,14,0,-0.86256117,-0.3897036,0.072904877,3.0066018,-1.3706772,-0.30383936,0.14126509,3.0427914,-0.5273481,-0.21104144,0.18255359,3.2678182,23.728395,10.726644,4.8977294,17.898607,8.0125942,3.633358,4.4816961,4,2,1,0,5.1040001,-5.60394,12.836032,0,1,27,1,5,8,1,5.0669999,-5.0689998,2.1973286,-2.1973286,0.10632404,0.16785035,81.834671,87.390602,0,17.238026,12.949531,0,0,60.385326,147.05885,0,0,0,13.566921,9.1548758,0.91696209,0.53579456,0.052893199,0.083037913,0.46420547,0.030144716,393.90747,230.16597,22.721796,35.671326,199.41283,12.949531,0.5,1,5.0669999,-5.0689998,0.11229524,0.15979484,0.7499001,0.44431826,0.052893199,0.25009993,0.55568177,0.19720672,322.14117,190.86971,22.721796,107.43762,238.70909,84.715828,7,0,5,0.11229524,0.15979484,1,3.9574399,43.897076,8.3830976,23.862217,76.244995,17.153095,37.736813,0,229.36139,18.868406,5.2434282,12.67504,23.862217,14.124202,4.4107962,17.985727,32.897186,285.96661,81.503777,0,55.560001,0.36708876,6.1699252,3.6374164,9.7078161,429.5788,619.73175,16.070677,0,0,17.742489,355.39413,12.949531,33.813168,426.56,2965,54,174,0.041353587,0.76769644,0.6,2,1,0
827,463,463,1281,O1C[C@]2(C(CC1=O)CCC1C3CC[C@@](O)(C)[C@]3(CCC12)C)C,Oxandrolone,,,,,,,,LiuZ_PLOS_SIDER,2,0,,,,,,,,,,,1,1,Chen,3/5,Zhu  Fourches  LiuR  LiuZ_SIDER  Chen,Positive,1,55.849789,0,0,2,2,2,0,0,0,52,1,3,22,18,63.750637,1.2259738,0,0,19,0,0,30,0,0,3,0,0,1.6365592,-2.9725442,-0.27697176,0.36924973,2.9838138,-2.9166718,-0.32170168,0.30246115,3.0483334,-2.7239404,-0.16496411,0.46678028,3.2325296,35.670212,0,0,0,55,1,25,4,0,0,54,0,15.750712,14.229965,12.966255,13.043606,10.27844,9.1586771,8.2381468,8.2928419,7,4,0.69201952,10,0,-0.8048287,-0.38620374,-0.048570089,3.3383865,-0.88377202,-0.29547352,-0.037,3.4074192,-0.54160661,-0.17456019,0.059700873,3.5549526,15.5232,4.7619047,1.9771072,14.877172,4.5541172,1.8879508,3.0796542,3,1,1,0,3.7449999,-3.9266,8.4977913,0,1,20,1,4,0,0,1.6799999,-1.6799999,1.4994543,-1.4994543,0.17503744,0.25895947,123.86674,23.482065,0,0,10.324173,14.708499,0,70.955559,37.495354,0,0,0,13.566921,10.271297,0.83959436,0.43420377,0.078242593,0.16040567,0.5657962,0.082163073,255.79971,132.28912,23.838217,48.870888,172.38147,25.032671,0.5,1,1.6799999,-1.6799999,0.39226189,0.40476191,0.79052073,0.078242593,0.078242593,0.20947929,0.9217574,0.1312367,240.84842,23.838217,23.838217,63.822182,280.8324,39.983967,5,1,4,0.39226189,0.40476191,0,3.5431001,25.385227,7.7454643,34.862103,20.926258,17.643185,0,0,0,132.07884,99.978043,8.4075804,34.862103,25.385227,17.643185,0,0,132.07884,28.671722,99.978043,46.529999,0.47938794,5.643856,2.9879878,8.6431408,304.67059,442.82855,13.566921,0,0,0,229.77745,17.212255,27.133842,306.44598,907,48,134,0.60535556,0.068000585,0.1,1,0,1
