SMILES,Drug_Name,IsDILI
Ic1c(C(=O)NCC(O)CO)c(I)c(N(C(=O)CO)CCO)c(I)c1C(=O)NCC(O)CO,Ioversol,0.0
Ic1c(C(O)=O)c(I)c(NC(=O)C)c(I)c1NC(=O)C,Diatrizoic acid,0.0
Ic1c(C(O)=O)c(I)cc(I)c1NC(=O)C,Acetrizoate,0.0
Ic1c(C(O)=O)c(I)cc(I)c1NC(=O)CCCCC(=O)Nc1c(I)c(C(O)=O)c(I)cc1I,Iodipamide,0.0
Ic1cc(cc(I)c1O)C(=O)c1c2c(oc1CC)cccc2,Benziodarone,1.0
Ic1cc(cc(I)c1OCCN(CC)CC)C(=O)c1c2c(oc1CCCC)cccc2,Amiodarone,1.0
Ic1cc(cc(I)c1Oc1cc(I)c(O)c(I)c1)C[C@H](N)C(O)=O,Levothyroxine,0.0
Ic1cc(cc(I)c1Oc1cc(I)c(O)cc1)CC(N)C(O)=O,Triiodothyronine,0.0
N(CC#C)C1CCc2c1cccc2,Rasagiline,0.0
N(CC(CN1c2c(CCc3c1cccc3)cccc2)C)(C)C,Trimipramine ,0.0
N(CCCC12CCC(c3c1cccc3)c1c2cccc1)C,Maprotiline,0.0
N(CCCC1c2c(C=Cc3c1cccc3)cccc2)C,Protriptyline,0.0
N(CCCN1c2c(CCc3c1cccc3)cccc2)(C)C,Imipramine,1.0
N(CCCN1c2c(CCc3c1cccc3)cccc2)C,Desipramine,1.0
N(CCN1CCCCCCC1)C(N)=N,Guanethidine,0.0
N(CC\C=C/1\c2c(C=Cc3c\1cccc3)cccc2)(C)C,Cyclobenzaprine,0.0
N(CC\C=C/1\c2c(CCc3c\1cccc3)cccc2)(C)C,Amitriptyline,1.0
N(CC\C=C/1\c2c(CCc3c\1cccc3)cccc2)C,Nortriptyline,1.0
N(Cc1c2c(ccc1)cccc2)(C\C=C\C#CC(C)(C)C)C,Terbinafine,1.0
N(Cc1c2c(ccc1)cccc2)(C\C=C\c1ccccc1)C,Naftifine,0.0
N(Cc1c2c(ccc1)cccc2)(Cc1ccc(cc1)C(C)(C)C)C,Butenafine ,0.0
N(Cc1ccccc1)(CC#C)C,Pargyline,0.0
N([C@H](Cc1ccccc1)C)C,Metamfetamine,1.0
N1(CCC(CC1)=C1c2c(C=Cc3c1cccc3)cccc2)C,Cyproheptadine,1.0
N1(CCN(CC1)C)C(c1ccccc1)c1ccccc1,Cyclizine,1.0
N12C(c3c(Cc4c1cccc4)cccc3)CN(CC2)C,Mianserin,1.0
N12CN3CN(C1)CN(C2)C3,Methenamine,0.0
N1CCCCC1CC(C1CCCCC1)C1CCCCC1,Perhexiline,1.0
N1CCN=C1C1CCCc2c1cccc2,Tetrahydrozoline hydrochloride,0.0
N1CCN=C1Cc1c2c(ccc1)cccc2,Naphazoline,0.0
N1CCN=C1Cc1ccccc1,Tolazoline,0.0
NC(C)C12CC3CC(C1)CC(C2)C3,Rimantadine,0.0
NC(Cc1ccccc1)(C)C,Phentermine,0.0
NC(Cc1ccccc1)C,Amphetamine,1.0
NC12CC3(CC(C1)(CC(C3)C2)C)C,Memantine,0.0
NC12CC3CC(C1)CC(C2)C3,Amantadine,0.0
Nc1c2c(ccc1)C(CN(C2)C)c1ccccc1,Nomifensine,1.0
O(C(=O)C(C)(C)C)c1cc(ccc1OC(=O)C(C)(C)C)C(O)CNC,Dipivefrin ,0.0
O(C(=O)C(C1NCCCC1)c1ccccc1)C,Methylphenidate,1.0
O(C(=O)C(CC)C)C1C2C(=CC(O)C1)C=CC(C)C2CCC(O)CC(O)CC(O)=O,Pravastatin,1.0
O(C(=O)C(CO)c1ccccc1)C1CC2N(C(C1)CC2)C,Atropine,1.0
O(C(=O)C(NC(C(=O)N1C2C(CC1C(O)=O)CCC2)C)CCc1ccccc1)CC,Ramipril,1.0
O(C(=O)C(NC(C(=O)N1C2C(CC1C(O)=O)CCCC2)C)CCC)CC,Perindopril,1.0
O(C(=O)C(NC(C(=O)N1C2C(CC1C(O)=O)CCCC2)C)CCc1ccccc1)CC,Trandolapril,0.0
O(C(=O)C(NC(C(=O)N1CCCC1C(O)=O)C)CCc1ccccc1)CC,Enalapril,1.0
O(C(=O)C(NC(C(=O)N1Cc2c(CC1C(O)=O)cccc2)C)CCc1ccccc1)CC,Quinapril,1.0
O(C(=O)C(O)(C1CCCCC1)c1ccccc1)CC#CCN(CC)CC,Oxybutynin,0.0
O(C(=O)C)C1CCC2C3C(C4CC[C@@](OC(=O)C)(C#C)[C@]4(CC3)C)CCC2=C1,Ethynodiol Diacetate,1.0
O(C(=O)C)CC(CCn1c2nc(ncc2nc1)N)COC(=O)C,Famciclovir,1.0
O(C(=O)C)c1c(C)c(C)c(OCC(O)CNC(C)C)cc1C,Metipranolol ,0.0
O(C(=O)C)c1cc(C(C)C)c(OCCN(C)C)cc1C,Moxisylyte,1.0
O(C(=O)C)c1ccc(cc1)C(c1ccc(OC(=O)C)cc1)c1ncccc1,Bisacodyl,0.0
O(C(=O)C)c1ccccc1C(O)=O,Aspirin,1.0
O(C(=O)C1(CCCCC1)C1CCCCC1)CCN(CC)CC,Dicycloverine,0.0
O(C(=O)C1(CCN(CC1)C)c1ccccc1)CC,Pethidine,0.0
O(C(=O)C1(CCN(CC1)CCC(C#N)(c1ccccc1)c1ccccc1)c1ccccc1)CC,Diphenoxylate,0.0
O(C(=O)C1(CCN(CC1)CCc1ccc(N)cc1)c1ccccc1)CC,Anileridine HCl,0.0
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1[N+](=O)[O-])C,Nifedipine,1.0
O(C(=O)C=1C(C(C(OC)=O)=C(NC=1C)C)c1ccccc1[N+](=O)[O-])CC(C)C,Nisoldipine,0.0
O(C(=O)C=1C(C(C(OCCOC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)C(C)C,Nimodipine ,1.0
O(C(=O)C=1[C@@H](C(C(OC)=O)=C(NC=1C)C)c1cc([N+](=O)[O-])ccc1)CC,Nitrendipine,1.0
O(C(=O)CC)C1CCC2C3C(CC[C@]12C)[C@@]1(C(=CC(=O)CC1)CC3)C,Testosterone propionate,0.0
O(C(=O)CCC(=O)CN)C,Methyl Aminolevulinate,0.0
O(C(=O)CCCC)C1CCC2C3C(CC[C@]12C)c1c(cc(O)cc1)CC3,Estradiol valerate,0.0
O(C(=O)CCCCCC)C1CCC2C3C(CCC12C)C1(C(=CC(=O)CC1)CC3)C,Testosterone enanthate ,0.0
O(C(=O)CNC(C(=O)N1CCC1C(=O)NCc1ccc(cc1)/C(=N/O)/N)C1CCCCC1)CC,Ximelagatran,1.0
O(C(=O)N(CC)C)c1cc(ccc1)C(N(C)C)C,Rivastigmine,0.0
O(C(=O)N1CCc2c(cccc2)C1c1ccccc1)C1C2CCN(C1)CC2,Solifenacin,0.0
O(C(=O)NC(C(C)(C)C)C(=O)NC(Cc1ccccc1)C(O)CN(NC(=O)C(NC(OC)=O)C(C)(C)C)Cc1ccc(cc1)-c1ncccc1)C,Atazanavir,1.0
O(C(=O)NC)c1cc2c(N(C3N(CC[C@@]23C)C)C)cc1,Eserine,0.0
O(C(=O)Nc1[nH]c2cc(ccc2n1)C(=O)c1ccccc1)C,Mebendazole,1.0
O(C(=O)c1c2c([nH]c1)cccc2)C1CC2N3CC(=O)C(C2)CC3C1,Dolasetron,0.0
O(C(=O)c1ccc(N)cc1)CCN(CC)CC,Procaine,0.0
O(C(=O)c1ccc(NCCCC)cc1)CCN(C)C,Tetracaine,0.0
O(C(=O)c1ccc(NCCCC)cc1)CCOCCOCCOCCOCCOCCOCCOCCOCCOC,Benzonatate,0.0
O(C(=O)c1ccc(cc1)C)c1cc(ccc1OC(=O)c1ccc(cc1)C)C(O)CNC(C)(C)C,Bitolterol ,0.0
O(C(=O)c1ccccc1)C1CC2N(C(CC2)C1C(OC)=O)C,Cocaine,1.0
O(C(=O)c1ccccc1O)c1ccccc1C(O)=O,Salsalate,1.0
O(C(C(OC)(c1ccccc1)c1ccccc1)C(O)=O)c1nc(cc(n1)C)C,Ambrisentan,0.0
O(C(C)(c1ccccc1)c1ncccc1)CCN(C)C,Doxylamine,0.0
O(C(CC)CC)C1C=C(CC(N)C1NC(=O)C)C(OCC)=O,Oseltamivir,1.0
O(C(CCNC)c1ccccc1)c1ccccc1C,Atomoxetine hydrochloride,1.0
O(C(C[N+](C)(C)C)C)C([O-])=N,Bethanechol,0.0
O(C(OCC)=O)C1(CCC2C3C(C4(C(=CC(=O)C=C4)CC3)C)C(O)CC12C)C(=O)COC(=O)CC,Prednicarbate,0.0
O(C(c1ccccc1)c1ccccc1)C1CC2N(C(C1)CC2)C,Benztropine,0.0
O(C(c1ccccc1)c1ccccc1)CCN(C)C,Diphenhydramine,0.0
O(C(c1ccccc1C)c1ccccc1)CCN(C)C,Orphenadrine,0.0
O(C)C1=CC=C2C(=CC1=O)C(NC(=O)C)CCc1c2c(OC)c(OC)c(OC)c1,Colchicine,1.0
O(C)C1C(C2C(CC1OC(=O)c1cc(OC)c(OC)c(OC)c1)CN1C(C2)c2[nH]c3cc(OC)ccc3c2CC1)C(OC)=O,Reserpine,0.0
O(C)c1c(OC)c(OC)ccc1CN1CCNCC1,Trimetazidine,1.0
O(C)c1c(OC)cc(NCc2ccc3nc(nc(N)c3c2C)N)cc1OC,Trimetrexate,0.0
O(C)c1c(OC)cc(cc1OC)C(=O)NCc1ccc(OCCN(C)C)cc1,Trimethobenzamide,1.0
O(C)c1c(OC)cc(cc1OC)Cc1cnc(nc1N)N,Trimethoprim,1.0
O(C)c1cc(C)c(\C=C\C(=C\C=C\C(=C\C(O)=O)\C)\C)c(C)c1C,Acitretin,1.0
O(C)c1cc(C)c(\C=C\C(=C\C=C\C(=C\C(OCC)=O)\C)\C)c(C)c1C,Etretinate,1.0
O(C)c1cc(NC(CCCN)C)c2ncccc2c1,Primaquine,0.0
O(C)c1cc(ccc1)[C@@]1(O)CCCCC1CN(C)C,Tramadol,0.0
O(C)c1cc(ccc1O)CNC(=O)CCCC\C=C\C(C)C,Capsaicin,0.0
O(C)c1cc(ccc1O)\C=C\C(=O)CC(=O)\C=C\c1cc(OC)c(O)cc1,Curcumin,1.0
O(C)c1cc(ccc1OC)C(C(C)C)(CCCN(CCc1cc(OC)c(OC)cc1)C)C#N,Verapamil ,1.0
O(C)c1cc2CC(N(Cc2cc1OC)C(=O)C(NC(CCc1ccccc1)C(OCC)=O)C)C(O)=O,Moexipril,0.0
O(C)c1cc2CCC3C4CC[C@@](O)(C#C)[C@]4(CCC3c2cc1)C,Mestranol,1.0
O(C)c1cc2N(C3[C@@]4(C5N(CC=C[C@@]5(CC)C(OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@]1(CC2C=C(CN(C2)Cc2c1[nH]c1c2cccc1)CC)C(OC)=O)C,Vinorelbine,0.0
O(C)c1cc2N(C3[C@@]4(C5N(CC=C[C@@]5(CC)C(OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@]1(CC2C[C@](O)(CN(C2)CCc2c1[nH]c1c2cccc1)CC)C(OC)=O)C,Vinblastine,0.0
O(C)c1cc2N(C3[C@@]4(C5N(CC=C[C@@]5(CC)C(OC(=O)C)[C@]3(O)C(OC)=O)CC4)c2cc1[C@]1(CC2C[C@](O)(CN(C2)CCc2c1[nH]c1c2cccc1)CC)C(OC)=O)C=O,Vincristine,1.0
O(C)c1cc2[C@]34[C@H]([C@H](N(CC3)C)Cc2cc1)CCCC4,Dextromethorphan,0.0
O(C)c1cc2c([nH]cc2CCNC(=O)C)cc1,Melatonin,0.0
O(C)c1cc2c(cc(cc2)C(C(O)=O)C)cc1,Naproxen,1.0
O(C)c1cc2c(cc(cc2)CCC(=O)C)cc1,Nabumetone,1.0
O(C)c1cc2c(nccc2C(O)C2N3CC(C(C2)CC3)C=C)cc1,Quinidine,1.0
O(C)c1ccc(OC)cc1C(O)C(N)C,Methoxamine HCl,0.0
O(C)c1ccc(OC)cc1C(O)CNC(=O)CN,Midodrine ,0.0
O(C)c1ccc(cc1)C(=O)Nc1ccccc1CCC1N(CCCC1)C,Encainide,1.0
O(C)c1ccc(cc1)C(CN(C)C)C1(O)CCCCC1,Venlafaxine,1.0
O(C)c1ccc(cc1)\C=C\C(OCC(CCCC)CC)=O,Octyl Methoxycinnamate,1.0
O(C)c1ccc(cc1C12CC3CC(C1)CC(C2)C3)-c1cc2c(cc(cc2)C(O)=O)cc1,Adapalene,0.0
O(CC(=O)N[C@H]([C@@H](O)C[C@@H](NC(=O)[C@@H](N1CCCNC1=O)C(C)C)Cc1ccccc1)Cc1ccccc1)c1c(cccc1C)C,Lopinavir,1.0
O(CC(C)C)CC(N1CCCC1)CN(Cc1ccccc1)c1ccccc1,Bepridil ,1.0
O(CC(COC(=O)N)c1ccccc1)C(=O)N,Felbamate,1.0
O(CC(N)C)c1c(cccc1C)C,Mexiletine,1.0
O(CC(NC(C(O)c1ccc(O)cc1)C)C)c1ccccc1,Isoxsuprine,0.0
O(CC(O)=O)c1c2CC3C(Cc2ccc1)C(CCC(O)CCCCC)C(O)C3,Treprostinil,0.0
O(CC(O)=O)c1nn(c2c1cccc2)Cc1ccccc1,Bendazac,1.0
O(CC(O)CNC(C)(C)C)c1c2CC(O)C(O)Cc2ccc1,Nadolol,0.0
O(CC(O)CNC(C)(C)C)c1c2CCC(=O)Nc2ccc1,Carteolol ,0.0
O(CC(O)CNC(C)(C)C)c1c2c(ccc1)C(=O)CCC2,Levobunolol ,0.0
O(CC(O)CNC(C)(C)C)c1ccccc1C1CCCC1,Penbutolol,0.0
O(CC(O)CNC(C)C)c1c2c([nH]cc2)ccc1,Pindolol,0.0
O(CC(O)CNC(C)C)c1c2c(ccc1)cccc2,Propranolol,0.0
O(CC(O)CNC(C)C)c1ccc(NC(=O)CCC)cc1C(=O)C,Acebutolol,1.0
O(CC(O)CNC(C)C)c1ccc(cc1)CC(=O)N,Atenolol ,0.0
O(CC(O)CNC(C)C)c1ccc(cc1)CCC(OC)=O,Esmolol,0.0
O(CC(O)CNC(C)C)c1ccc(cc1)CCOC,Metoprolol,1.0
O(CC(O)CNC(C)C)c1ccc(cc1)CCOCC1CC1,Betaxolol,0.0
O(CC(O)CNC(C)C)c1ccc(cc1)COCCOC(C)C,Bisoprolol,0.0
O(CC(O)CNCCC)c1ccccc1C(=O)CCc1ccccc1,Propafenone,1.0
O(CC(O)COC(=O)N)c1ccccc1OC,Methocarbamol,0.0
O(CC)c1cc(ccc1C(O)=O)CC(=O)NC(CC(C)C)c1ccccc1N1CCCCC1,Repaglinide,1.0
O(CC)c1ccc(NC(=O)C)cc1,Phenacetin,1.0
O(CC)c1nc2c(n1Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)c(ccc2)C(O)=O,Candesartan,1.0
O(CC=C)C=O,Allyl-formate,1.0
O(CCC)c1ccc(cc1N)C(OCCN(CC)CC)=O,Proxymetacaine,0.0
O(CCCC(C(O)=O)(C)C)c1cc(ccc1C)C,Gemfibrozil,1.0
O(CCCCC)c1ccc(cc1)-c1ccc(cc1)-c1ccc(cc1)C(=O)NC1CC(O)C(O)NC(=O)[C@H]2N(CC(C)C2O)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]2N(CC(O)C2)C(=O)[C@@H](NC1=O)C(O)C)C(O)C(O)c1ccc(O)cc1)C(O)C,Anidulafungin,0.0
O(CCCCCOc1ccc(cc1)C(N)=N)c1ccc(cc1)C(N)=N,Pentamidine,0.0
O(CCCOC)c1cc(ccc1OC)CC(C(C)C)CC(N)C(O)CC(C(C)C)C(=O)NCC(C(=O)N)(C)C,Aliskiren,0.0
O(CCN(C)C)c1ccc(cc1)\C(=C(\CC)/c1ccccc1)\c1ccccc1,Tamoxifen,1.0
O(CCN(C)C)c1ccccc1Cc1ccccc1,Phenyltoloxamine,0.0
O(CCN(CC)CC)c1c(OCCN(CC)CC)cccc1OCCN(CC)CC,Gallamine Triethiodide,0.0
O(CCOC)c1cc2c(ncnc2Nc2cc(ccc2)C#C)cc1OCCOC,Erlotinib,0.0
O(CC[N+](C)(C)C)C([O-])=N,Carbachol,0.0
O(C[C@@](CCC)(COC(=O)N)C)C(=O)NC(C)C,Carisoprodol,0.0
O(OC(=O)c1ccccc1)C(=O)c1ccccc1,Benzoyl peroxide,0.0
O([C@@](Cc1ccccc1)(C(CN(C)C)C)c1ccccc1)C(=O)CC,Propoxyphene,1.0
O([N+](=O)[O-])C(CO[N+](=O)[O-])CO[N+](=O)[O-],Glyceryl Trinitrate,1.0
O(c1cc(ccc1)C(C(O)=O)C)c1ccccc1,Fenoprofen,1.0
O1C(/C(=C/C2CC(OC)C(O)CC2)/C)C(C)C(O)CC(=O)C(\C=C(\CC(CC(OC)C2O[C@@](O)(C(=O)C(=O)N3C(CCCC3)C1=O)C(CC2OC)C)C)/C)CC=C,Tacrolimus (Fk-506),1.0
O1C(=O)C(C)C(=O)C(C)C(OC2OC(CC(N(C)C)C2O)C)[C@@](OC)(CC(C)C(=O)C(C2N(CCCCn3cc(nc3)-c3cccnc3)C(O[C@]2(C)C1CC)=O)C)C,Telithromycin,1.0
O1C(=O)C(C)C(OC2OC(C)C(O)[C@](OC)(C2)C)C(C)C(OC2OC(CC(N(C)C)C2O)C)[C@](O)(CC(CN(C)C(C)C(O)[C@@](O)(C)C1CC)C)C,Azithromycin,1.0
O1C(=O)C(C)C(OC2OC(C)C(O)[C@](OC)(C2)C)C(C)C(OC2OC(CC(N(C)C)C2O)C)[C@](OC)(CC(C)C(=O)C(C)C(O)[C@@](O)(C)C1CC)C,Clarithromycin,1.0
O1C(C(O)C(O)CO)C(NC(=O)C)C(\N=C(\N)/N)C=C1C(O)=O,Zanamivir,0.0
O1C(C(O)CO)C(=O)C(O)=C1O,Ascorbate,0.0
O1C(C)(C)C(=O)N(C)C1=O,Trimethadione,1.0
O1C(C)(C)C(OC)C(OC(=O)N)C(O)C1Oc1ccc2c(OC(O)=C(NC(=O)c3cc(C\C=C(\C)/C)c(O)cc3)C2=O)c1C,Novobiocin,1.0
O1C(C)C(C)C(OC(=O)C)C(C)C(=O)[C@@]2(OC2)CC(C)C(OC2OC(CC(N(C)C)C2OC(=O)C)C)C(C)C(OC2OC(C)C(OC(=O)C)C(OC)C2)C(C)C1=O,Troleandomycin,1.0
O1C(C)C(NC(=O)C=2C3=Nc4c(OC3=C(C)C(=O)C=2N)c(ccc4C(=O)NC2C(OC(=O)C(N(C)C(=O)CN(C)C(=O)C3N(CCC3)C(=O)C(NC2=O)C(C)C)C(C)C)C)C)C(=O)NC(C(C)C)C(=O)N2C(CCC2)C(=O)N(CC(=O)N(C)C(C(C)C)C1=O)C,Actinomycin-D (Dactinomycin),1.0
O1C(C)C(NC2C=C(CO)C(O)C(O)C2O)C(O)C(O)C1OC1C(O)C(O)C(OC1CO)OC1C(O)C(O)C(OC1CO)O,Acarbose ,1.0
O1C(C)C(O)C(N)CC1OC1c2c(C[C@](O)(C1)C(=O)C)c(O)c1c(C(=O)c3c(cccc3)C1=O)c2O,Idarubicin,0.0
O1C(C)C(O)C(N)CC1OC1c2c(C[C@](O)(C1)C(=O)CO)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O,Doxorubicin hydrochloride,1.0
O1C(C)C(OC2OC(C)C(O)C(O)C2)C(O)CC1OC1C(OC(OC2CC3CCC4C(CC(O)[C@@]5(C)[C@]4(O)CCC5C4=CC(OC4)=O)[C@]3(CC2)C)CC1O)C,Digoxin,0.0
O1C(C=CC1N1C=C(C)C(=O)NC1=O)CO,Stavudine,1.0
O1C(CC(=O)C(\C=C(/C)\C(O)C(OC)C(=O)C(CC(\C=C\C=C\C=C(/C)\C(OC)CC2O[C@@](O)(C(=O)C(=O)N3C(CCCC3)C1=O)C(CC2)C)C)C)C)C(CC1CC(OC)C(O)CC1)C,Sirolimus (Rapamycin),1.0
O1C(CC(O)CC1=O)CCC1C2C(=CC(CC2OC(=O)C(CC)(C)C)C)C=CC1C,Simvastatin,1.0
O1C(CC(O)CC1=O)CCC1C2C(=CC(CC2OC(=O)C(CC)C)C)C=CC1C,Lovastatin,1.0
O1C(CC(OC(=O)C(NC=O)CC(C)C)CCCCCCCCCCC)C(CCCCCC)C1=O,Orlistat,1.0
O1C(CC2COC(C\C(=C\C(OCCCCCCCCC(O)=O)=O)\C)C(O)C2O)C1C(C(O)C)C,Mupirocin,0.0
O1C(CCC1N1C=CC(=NC1=O)N)CO,Zalcitabine ,1.0
O1C(CCC1n1c2N=CNC(=O)c2nc1)CO,Didanosine,1.0
O1C(CN)C(O)C(O)C(N)C1OC1C(O)C(OC1CO)OC1C(OC2OC(CN)C(O)C(O)C2N)C(N)CC(N)C1O,Neomycin sulfate,0.0
O1C(CN)C(O)C(O)C(N)C1OC1C(O)C(OC1CO)OC1C(OC2OC(CO)C(O)C(O)C2N)C(N)CC(N)C1O,Paromomycin,0.0
O1C(CN)C(O)C(O)C(O)C1OC1C(O)C(OC2OC(CO)C(O)C(N)C2O)C(N)CC1N,Kanamycin,0.0
O1C(CO)C(N=[N+]=[N-])CC1N1C=C(C)C(=O)NC1=O,Zidovudine,1.0
O1C(CO)C(O)C(N)C(O)C1OC1C(O)C(OC2OC(CN)C(O)CC2N)C(N)CC1N,Tobramycin,0.0
O1C(CO)C(O)C(O)C(N)C1O,Glucosamine,0.0
O1C(CO)C(O)C(O)C(NC(=O)N(N=O)C)C1O,Streptozotocin,0.0
O1C(CO)C(O)C(O)C(NC)C1OC1[C@@](O)(C=O)C(OC1OC1C(NC(N)=N)C(O)C(NC(N)=N)C(O)C1O)C,Streptomycin,0.0
O1C(CO)C(O)C(O)C(O)C1OC1C(O)C(O)C(OC1CO)O,Lactose,0.0
O1C(CO)C(O)C(O)C1N1C=CC(=NC1=O)N,Cytarabine,1.0
O1C(CO)C(O)C(O)C1N1C=NC(=NC1=O)N,5-Azacitidine,1.0
O1C(CO)C(O)C(O)C1n1nc(nc1)C(=O)N,Ribavirin,1.0
O1C(CO)C(O)CC1N1C=C(C)C(=O)NC1=O,Telbivudine,0.0
O1C(CO)C(O)CC1n1c2N=CNCC(O)c2nc1,Pentostatin ,0.0
O1C(COC(=O)c2c3n(Cc4ccc(cc4)-c4ccccc4C=4NC(ON=4)=O)c(OCC)nc3ccc2)=C(OC1=O)C,Azilsartan,0.0
O1C(OC2C(O)C(OC3OCC(O)(C)C(NC)C3O)C(N)CC2N)C(N)CCC1C(NC)C,Gentamicin,0.0
O1C(c2ccccc2)C(=O)N=C1N,Pemoline,1.0
O1C2(c3c(cccc3)C1=O)c1c(Oc3c2ccc(O)c3)cc(O)cc1,Fluorescein,0.0
O1C2C(OC(OC2)C)C(O)C(O)C1OC1C2C(C(c3c1cc1OCOc1c3)c1cc(OC)c(O)c(OC)c1)C(OC2)=O,Etoposide,1.0
O1C2C(OCC2O)C(O)C1,Isosorbide,1.0
O1C2C(OCC2O)C(O[N+](=O)[O-])C1,Isosorbide mononitrate,0.0
O1C2C(OCC2O[N+](=O)[O-])C(O[N+](=O)[O-])C1,Isosorbide dinitrate,0.0
O1C2C3N(C(CC(OC(=O)C(CO)c4ccccc4)C3)C12)C,Scopolamine,0.0
O1C2CC(O)[C@@]3(C([C@]2(OC(=O)C)C1)C(OC(=O)c1ccccc1)[C@]1(O)CC(OC(=O)C(O)C(NC(=O)c2ccccc2)c2ccccc2)C(=C(C(OC(=O)C)C3=O)C1(C)C)C)C,Paclitaxel,1.0
O1C2CC(O)[C@@]3(C([C@]2(OC(=O)C)C1)C(OC(=O)c1ccccc1)[C@]1(O)CC(OC(=O)C(O)C(NC(OC(C)(C)C)=O)c2ccccc2)C(=C(C(O)C3=O)C1(C)C)C)C,Docetaxel,1.0
O1C2O[C@@]3(OO[C@]24C(CCC(C4CC3)C)C(C)C1=O)C,Artemisinin,1.0
O1C2[C@]34C(C(N(CC3)C)Cc3c4c1c(O)cc3)CCC2=O,Hydromorphone,0.0
O1C2[C@]34CCN(C(Cc5c3c1c(O)cc5)[C@]4(O)CCC2=C)CC1CC1,Nalmefene,0.0
O1C2[C@]34CCN(C(Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC1CC1,Naltrexone,1.0
O1C2[C@]34CCN(C(Cc5c3c1c(O)cc5)[C@]4(O)CCC2=O)CC=C,Naloxone,0.0
O1C2[C@]34CCN(C(Cc5c3c1c(O)cc5)[C@]4(O)CCC2O)CC1CCC1,Nalbuphine,0.0
O1C2[C@]34CCN(C(Cc5c3c1c(OC)cc5)[C@]4(O)CCC2=O)C,Oxycodone hydrochloride,0.0
O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](CC[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,Digitoxin,0.0
O1CC(Cc2n(cnc2)C)C(CC)C1=O,Pilocarpine ,0.0
O1CC(NC1=O)Cc1cc2c([nH]cc2CCN(C)C)cc1,Zolmitriptan,0.0
O1CC2=C(C=C3N(Cc4c3nc3c(c4)c(CN(C)C)c(O)cc3)C2=O)[C@@](O)(CC)C1=O,Topotecan,0.0
O1CC2C(C(c3c(cc4OCOc4c3)C2O)c2cc(OC)c(OC)c(OC)c2)C1=O,Podophyllotoxin,0.0
O1CCCC1C(=O)N1CCN(CC1)c1nc(N)c2cc(OC)c(OC)cc2n1,Terazosin,0.0
O1CCCC1C(=O)NCCCN(C)c1nc(N)c2cc(OC)c(OC)cc2n1,Alfuzosin,1.0
O1CCN(C)[C@@H](C)[C@H]1c1ccccc1,Phendimetrazine,0.0
O1CCN(CC1)CC1CCc2[nH]c(C)c(c2C1=O)CC,Molindone,1.0
O1CCN(CC1)CCC1CN(CC)C(=O)C1(c1ccccc1)c1ccccc1,Doxapram hydrochloride,0.0
O1CCN(\N=C\c2oc([N+](=O)[O-])cc2)C1=O,Furazolidone,1.0
O1CCc2c([nH]c3c2cccc3CC)C1(CC(O)=O)CC,Etodolac ,1.0
O1CCc2c3c(CC[C@H]3CCNC(=O)CC)ccc12,Ramelteon,0.0
O1CCc2cc(ccc12)CCN1CC(CC1)C(C(=O)N)(c1ccccc1)c1ccccc1,Darifenacin,0.0
O1C[C@]2(C(CC1=O)CCC1C3CC[C@@](O)(C)[C@]3(CCC12)C)C,Oxandrolone,1.0
O1Cc2c(c(O)c(C\C=C(\CCC(O)=O)/C)c(OC)c2C)C1=O,Mycophenolic acid,1.0
O1Cc2c(c(O)c(C\C=C(\CCC(OCCN3CCOCC3)=O)/C)c(OC)c2C)C1=O,Mycophenolate mofetil,1.0
O1Cc2c(cccc2)/C(/c2cc(ccc12)CC(O)=O)=C/CCN(C)C,Olopatadine,0.0
O1Cc2c(cccc2)\C(\c2c1cccc2)=C/CCN(C)C,Doxepin ,1.0
O1NC(=O)C(N)C1,Cycloserine,0.0
O1[C@@H](C)C(=O)CC[C@@H]1O[C@@H]1[C@@H](O[C@@H](O[C@@H]2[C@@H](O[C@@H](O[C@@H]3c4c(cc5c(C(=O)c6c(cccc6O)C5=O)c4O)[C@@H](C(OC)=O)[C@](O)(C3)CC)C[C@@H]2N(C)C)C)C[C@@H]1O)C,Aclarubicin,0.0
O1[C@@H](C)[C@@H](O)[C@@H](N)C[C@@H]1O[C@@H]1c2c(C[C@](O)(C1)C(=O)C)c(O)c1c(C(=O)c3c(cccc3OC)C1=O)c2O,Daunorubicin,0.0
