Index,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
715,O1C(=O)C(C)C(OC2OC(C)C(O)[C@](OC)(C2)C)C(C)C(OC2OC(CC(N(C)C)C2O)C)[C@](OC)(CC(C)C(=O)C(C)C(O)[C@@](O)(C)C1CC)C,Clarithromycin,,,,,,,,LiuZ_PLOS_SIDER,4,1,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,6/7,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers,Positive,1,124.41472,0,0,3,5,13,0,0,0,121,4,17,52,34,168.1673,1.3898125,0,0,38,0,0,69,0,1,13,0,0,2.2121906,-2.8196146,-0.4350872,0.31272385,2.8435957,-2.9128621,-0.38756916,0.32279649,2.7787206,-2.5954459,-0.26175544,0.4891513,3.0582118,92.739281,8,0.14814815,0,123,2,54,5,8,0.14814815,121,0,39.670479,33.898983,27.988682,28.143381,23.986179,18.882883,12.773616,12.907591,18,15,0.72653437,14,0,-0.85631603,-0.32661736,-0.083474942,3.570291,-0.9631409,-0.32363093,-0.037,3.5442231,-0.53469998,-0.20048891,0.07443057,3.7702613,46.382717,18.507767,10.123967,44.775112,17.853701,9.7614403,15.373104,14,4,0,2,3.1247399,-3.9065599,19.261175,0,1,26,0,2,25,3,8.46,-8.46,5.3695073,-5.3695073,0.049883626,0.072293691,270.8465,97.675751,18.268377,22.309816,41.296692,14.708499,0,166.3197,93.738388,0,0,0,27.133842,48.596455,0.83551449,0.41926694,0.094557196,0.16448554,0.58073306,0.069928341,669.15857,335.78839,75.730293,131.73549,465.10562,56.005188,0.42857143,0.75,8.46,-8.46,0.077895984,0.095744684,0.62371814,0.094557196,0.094557196,0.37628189,0.90544277,0.28172469,499.5321,75.730293,75.730293,301.36191,725.16376,225.63161,8,1,3,0.077895984,0.095744684,0.59615386,2.4396999,101.54091,16.557388,197.50781,0,17.643185,136.56212,0,0,75.473625,333.26016,19.10482,124.72365,104.66522,17.643185,72.784164,0,75.473625,13.433075,469.82227,182.91,0.24202083,6.7548876,3.6708479,11.196647,800.89404,1029.4957,42.15638,0,0,0,579.63611,55.087772,96.424065,747.96399,9201,104,274,0.10249062,0.65562952,0.5,3,4,1
716,O1C(C(O)=O)C(O)C(O)C(O)C1OC1CCC2C3C(CC[C@]12C)c1c(cc(O)cc1)CC3,Estradiol 17b glycuronide,,,,,,,,,,,,,,,,1,Ekins,,,,,,,1/1,Ekins,Positive,1,69.993378,0,0,3,5,8,0,6,0,64,6,14,32,22,89.960899,1.4056391,0,0,24,0,0,32,0,0,8,0,0,1.2892259,-2.8870142,-0.54786372,0.64656061,2.9338958,-2.8990679,-0.61358416,0.56272668,3.008559,-2.6331506,-0.42357218,0.7118215,3.1833532,39.772625,3,0.083333336,6,68,1,36,4,3,0.083333336,61,0,22.783728,18.131657,14.670844,15.369514,15.202233,11.601578,9.2328348,10.105138,10,9,0.77580655,15,0,-0.79422295,-0.44188014,0.097002991,3.2660496,-0.95400292,-0.39263979,0.026457544,3.3289676,-0.53595287,-0.24982177,0.2103636,3.4901736,23.728395,8.8966837,3.9780521,21.357857,7.9796181,3.5591145,5.3258605,8,5,1,0,2.1340001,-4.1240001,11.312523,0,1,26,1,5,5,1,5.6500001,-5.6500001,3.3505218,-3.3505218,0.086991429,0.11532167,76.776947,51.751923,14.714787,16.059837,51.620865,14.708499,0,81.134766,31.002581,0,0,0,13.566921,43.845215,0.68687493,0.42904115,0.14528011,0.31312507,0.57095885,0.16784495,271.44086,169.54948,57.412136,123.74149,225.63286,66.329361,0.46666667,0.875,5.6500001,-5.6500001,0.11663717,0.12035398,0.59658861,0.24948971,0.14528011,0.40341136,0.75051028,0.25813127,235.76129,98.593925,57.412136,159.42105,296.58841,102.00892,8,1,5,0.11663717,0.12035398,1,1.5256701,101.54091,7.7454643,86.731743,25.385227,15.192742,18.868406,4.4107962,52.929554,94.342026,38.569443,11.1914,45.861992,101.54091,34.206818,56.895123,0,166.13998,7.7454643,33.326015,136.67999,0.36708876,6.1699252,3.6483958,9.7002926,395.18234,578.12347,5.0075121,0,0,0,233.47871,29.416998,86.409035,448.51199,2881,64,184,0.093047507,0.37440065,0.4,0,0,1
717,O1C(C(O)=O)C(O)C(O)C(O)C1Oc1cc2OC(=CC(=O)c2c(O)c1O)c1ccccc1,Baicalin,,,,,0,1,LiuR_2015,,,,,,,,,,,,,,,,,1/1,LiuR,Positive,1,57.784275,0,0,3,5,10,0,12,0,50,7,17,32,18,76.841743,1.536835,0,0,21,0,0,18,0,0,11,0,0,1.4578446,-2.6721783,-0.6784662,0.71850789,2.7774591,-2.8937738,-0.67094189,0.68872672,2.5665298,-2.4839871,-0.50580311,0.86612141,2.9476073,27.341726,4,0.11428571,12,53,3,35,3,4,0.11428571,38,0,23.153971,16.152727,11.428204,13.032651,15.184448,9.3605375,6.1873927,8.1161566,5,5,0.86590624,14,0,-0.78102034,-0.47852322,0.15098888,2.7086759,-0.9551971,-0.41800871,0.13293369,2.7383513,-0.52225387,-0.24846068,0.24622071,2.9430709,25.103674,10.318048,5.0347223,19.723616,8.0397778,3.9001248,4.9554214,11,6,0,2,0.428,-3.4354,10.364232,0,1,23,0,4,6,2,7.0089998,-7.0120001,3.9849563,-3.9849563,0.073141791,0.096961565,26.718348,70.310211,40.090343,24.518356,61.945034,14.708499,0,0,61.274521,0,0,0,27.133842,54.116508,0.58535349,0.37426209,0.21335874,0.41464651,0.62573791,0.20128776,222.91177,142.52487,81.250351,157.90388,238.2908,76.653534,0.5,1,7.0089998,-7.0120001,0.094021969,0.096976608,0.48890424,0.43862346,0.20678402,0.51109576,0.56137657,0.30431175,186.18239,167.03468,78.746597,194.63327,213.78099,115.88668,7,0,4,0.094021969,0.096976608,1,-0.015,148.9259,13.433075,69.263206,25.385227,30.233366,0,0,128.74571,0,20.973713,10.40943,58.724319,148.9259,25.385227,61.74596,5.2434282,123.50229,13.433075,0,183.21001,0.3597711,6.129283,3.6013985,9.7213507,380.81567,515.48767,18.574432,0,0,0,191.20322,40.379272,113.54288,446.36398,2888,60,174,0.52356917,0.92079145,0.0,0,0,1
718,O1C(C(O)C(O)CO)C(NC(=O)C)C(\N=C(\N)/N)C=C1C(O)=O,Zanamivir,,,,,,,,LiuZ_PLOS_SIDER,0,0,,,,,,,,,,,,,,0/3,Zhu  LiuR  LiuZ_SIDER,Negative,0,44.46986,0,0,3,5,8,0,0,0,43,8,16,23,9,76.219788,1.7725532,0,0,12,0,0,20,0,4,7,0,0,3.0556719,-2.68963,-0.59495062,0.65552872,2.7488787,-2.8994393,-0.61893934,0.52647752,2.5602937,-2.4700527,-0.44313833,0.76268286,2.9568703,26.35614,6,0.26086956,0,43,4,23,6,7,0.30434781,39,0,17.731686,12.286722,7.1712084,7.6103659,10.66681,6.6157284,3.11359,3.4687619,5,5,0.85331416,9,0,-0.84228355,-0.47971821,0.10933341,2.7277477,-1.3841395,-0.48879328,0.054200001,2.6009829,-0.52560532,-0.25009164,0.21684274,2.9468048,21.043478,9.4746094,6.094183,16.665178,7.4182444,4.73037,5.3750591,11,9,0,2,-3.1259999,-0.2203,7.57441,0,1,7,0,1,7,3,7.6009998,-7.6009998,3.7070503,-3.7070503,0.084734142,0.10584591,31.543835,55.366302,23.173306,58.776638,54.246223,0,14.708499,12.254904,0,0,0,5.6825762,27.133842,47.013046,0.54900104,0.27912882,0.2419814,0.45099896,0.72087115,0.20901756,181.11499,92.084366,79.829468,148.78418,237.8148,68.95472,0.44444445,0.80000001,7.6009998,-7.6009998,0.092882514,0.11182739,0.22469121,0.27912882,0.27912882,0.77530879,0.72087115,0.49617997,74.125443,92.084366,92.084366,255.77373,237.8148,163.68936,5,0,1,0.092882514,0.11182739,1,-3.7855,159.9608,14.90334,86.094208,46.311485,0,22.028957,0,17.643185,0,33.326015,7.6893702,58.724319,92.941208,43.395977,32.613312,65.794373,17.643185,35.829597,33.326015,200.72,0.42622864,5.523562,2.9782541,8.8145313,329.89917,389.43805,21.753254,0,0,41.167557,114.5086,43.339603,130.75542,332.31299,1114,35,110,0.17933887,0.059606612,0.0,0,0,0
719,O1C(C(O)CO)C(=O)C(O)=C1O,Ascorbate,0,Zhu Calibration,1,Fourches,,,,,,,0,LiuZ_Pfizer,,,,0,Ekins,,,,,,,1/4,Zhu  Fourches  LiuZ_Pfizer  Ekins,Negative,0,20.706345,0,0,2,3,6,0,0,0,20,5,11,12,4,31.419012,1.5709506,0,0,6,0,0,8,0,0,6,0,0,2.5968134,-2.4913599,-0.73092741,0.71920168,2.6331143,-2.6953835,-0.78042603,0.63610721,2.4313483,-2.2933729,-0.55068696,0.85813326,2.8219824,11.619656,2,0.16666667,0,20,2,12,5,2,0.16666667,18,0,9.3009653,5.9671583,3.3618073,3.5938582,5.5745859,3.1958475,1.5302567,1.7415817,2,2,0.94384623,6,0,-0.79031008,-0.47064722,0.18313727,2.2330563,-0.94874924,-0.57365108,0.071898535,2.0987062,-0.52118754,-0.27331367,0.26575059,2.4283657,10.083333,3.8062284,1.8595041,8.6589355,3.2191904,1.5539644,2.322897,6,4,1,0,-1.35,0.40355,3.5380616,0,1,5,1,1,2,0,3.3399999,-3.3410001,2.0657117,-2.0657117,0.10736284,0.18994133,0,32.012836,4.9049287,13.363448,64.463707,0,0,0,0,0,0,0,13.566921,33.573917,0.31059688,0.29119816,0.29119816,0.68940312,0.70880181,0.39820492,50.281216,47.140839,47.140839,111.60455,114.74493,64.463707,0.5,1,3.3399999,-3.3410001,0.1482036,0.20353188,0.24849969,0.29119816,0.29119816,0.75150031,0.70880181,0.46030211,40.228561,47.140839,47.140839,121.6572,114.74493,74.516357,3,0,1,0.1482036,0.20353188,1,-1.4074,50.770454,5.6876111,47.799404,71.696709,0,12.544709,0,0,0,0,3.52562,34.862103,50.770454,50.770454,25.482008,0,0,26.613869,0,107.22,0.65002245,4.5849624,2.3822954,6.878418,161.88576,186.60243,2.503756,0,0,0,47.434032,23.167019,70.338364,176.12399,188,17,58,0.27830392,0.0044903224,0.0,0,0,0
720,O1C(C(O)CO)C(NC(=O)CNC(=O)\C=C\C=C\CCCCCCCCC)C(O)C(O)C1Nc1ncnc2nc[nH]c12,KRN 5500,,,0,Fourches,,,,,,,,,,,,,,,,,,,,0/1,Fourches,Negative,0,91.266098,0,0,3,5,11,0,9,0,85,9,20,42,21,137.55994,1.6183522,0,0,28,0,0,43,0,7,7,0,0,1.3580514,-2.7582443,-0.58175313,0.67699742,2.8093426,-2.9817879,-0.60920572,0.60084265,2.8132594,-2.5399983,-0.46021366,0.77983093,3.0126989,57.439899,17,0.38636363,10,87,4,44,11,19,0.43181819,73,0,30.321415,23.854511,17.499271,18.664562,20.349773,14.467972,8.8324986,9.7651854,6,6,0.75686038,26,0,-0.82864708,-0.42609289,0.12901868,2.8941047,-1.1645089,-0.37081769,0.10646671,2.8176985,-0.53244084,-0.23059291,0.21359009,3.115653,36.467976,20.190828,12.037037,29.180012,16.063225,9.5380974,11.160122,14,8,0,3,0.39506,-7.36796,15.628797,0,1,18,0,3,19,4,9.3760004,-9.3760004,5.0454807,-5.0454807,0.048608243,0.077767864,93.297241,112.24191,85.29248,37.0476,67.195755,0,0,17.402626,107.72027,0,0,17.18462,27.133842,33.984589,0.75689459,0.33989245,0.13083196,0.2431054,0.66010755,0.11227343,453.00214,203.42595,78.303055,145.49881,395.07498,67.195755,0.5,1,9.3760004,-9.3760004,0.069219284,0.092683449,0.505404,0.22370112,0.15107924,0.49459597,0.77629888,0.34351674,302.48477,133.88533,90.421066,296.01614,464.6156,205.59509,13,0,3,0.069219284,0.092683449,0.64285713,0.4188,137.56241,78.884903,111.40623,39.365837,0,0,0,108.00324,150.94725,35.653934,15.4904,58.724319,151.89749,52.80703,35.896389,24.198118,255.09103,49.883404,33.326015,214.84,0.28591514,6.4594316,4.4404645,10.436012,598.50092,779.13177,41.00275,0,0,17.047728,308.70154,110.81075,123.68331,589.69397,8083,61,202,0.14336367,0.85820323,0.4,0,1,0
721,O1C(C)(C)C(=O)N(C)C1=O,Trimethadione,,,1,Fourches,,,,,,,1,LiuZ_Pfizer,,,,1,Ekins,A ,1,Rodgers,,,,4/4,Fourches  LiuZ_Pfizer  Ekins  Rodgers,Positive,1,20.067137,1,1,0,0,2,0,0,0,19,0,2,10,4,31.916636,1.6798229,0,0,6,0,0,9,0,1,3,0,0,2.7432702,-2.4703484,-0.23530415,0.045822226,2.652142,-2.5736272,0.095263831,0.123,2.5504284,-2.2670209,0.05552619,0.1057,2.8733728,15.650863,0,0,0,19,2,10,4,0,0,17,0,7.9391575,6.1719584,4.5,4.6547008,4.4491944,2.9609237,1.25,1.2886752,0,0,0.80644745,4,0,-0.77247053,-0.41517067,-0.11417777,2.2481179,-0.98265684,-0.29521847,-0.037,2.1719689,-0.51455796,-0.12463571,-0.054299999,2.4602225,8.1000004,2.25,1.2409972,6.2517467,1.680492,0.90210575,1.050601,4,0,1,0,0.39399999,-0.92451,3.4370196,0,1,5,1,1,0,0,1.99,-1.99,1.1016622,-1.1016622,0.33631265,0.2559115,61.627163,0,0,0,0,12.949531,19.199511,37.495354,0,0,0,13.566921,16.070677,0,0.61601537,0.41721028,0.18418838,0.3839846,0.58278972,0.19979621,99.12252,67.13295,29.637598,61.78664,93.776207,32.14904,0.25,0.33333334,1.99,-1.99,0.39195979,0.28643215,0.47159421,0.18418838,0.18418838,0.52840579,0.81581163,0.34421739,75.883827,29.637598,29.637598,85.02533,131.27156,55.38773,3,0,1,0.39195979,0.28643215,1,0.37360001,0,15.699734,34.862103,0,0,32.897186,0,0,0,90.514244,3.3329999,58.724319,3.1243138,0,0,0,0,12.57542,99.549217,46.610001,0.72192812,4.321928,1.8889222,6.3680511,160.90916,177.49699,27.133842,0,0,0,92.716362,34.652798,27.133842,143.142,104,14,52,0.10185821,0.0046052649,0.0,0,0,1
722,O1C(C)(C)C(OC)C(OC(=O)N)C(O)C1Oc1ccc2c(OC(O)=C(NC(=O)c3cc(C\C=C(\C)/C)c(O)cc3)C2=O)c1C,Novobiocin,,,,,,,,,,,1,LiuZ_Pfizer,severe hepatotoxic,0,LiuZ_OBrien,1,Ekins,,,,,,,4/4,Fourches  LiuZ_Pfizer  LiuZ_OBrien  Ekins,Positive,1,89.586548,0,0,4,6,9,0,12,0,80,6,15,44,26,126.00311,1.5750389,0,0,31,0,0,36,0,2,11,0,0,1.3684455,-2.7530177,-0.50544691,0.54443908,2.8158641,-2.910985,-0.47530937,0.54113603,2.6775329,-2.5470252,-0.34069189,0.6575529,3.0060937,51.809452,8,0.17021276,12,83,5,47,4,10,0.21276596,66,0,32.507343,25.165586,19.48061,21.264702,20.637974,13.716007,9.2378693,11.453379,4,4,0.78364617,21,0,-0.8012675,-0.45012888,0.058586899,2.9131875,-1.3703673,-0.33883059,0.10101897,2.9150534,-0.5225901,-0.21931382,0.13885835,3.1420083,36.829334,15.48,8.5448961,28.995363,12.1157,6.6605206,7.9840713,13,6,0,3,2.68874,-7.2410698,15.619552,0,1,24,0,4,10,3,8.4589996,-8.4619999,4.7019453,-4.7019453,0.076247923,0.081681602,101.9263,74.5756,29.872856,37.011948,54.139538,12.949531,19.199511,165.92276,14.463444,0,0,13.566921,32.141354,37.601898,0.71417785,0.44440338,0.14040133,0.28582212,0.55559659,0.14542079,423.77292,263.69638,83.310173,169.59875,329.67529,86.288582,0.47619048,0.90909094,8.4589996,-8.4619999,0.092209481,0.094540298,0.57484376,0.27548537,0.16055681,0.42515621,0.7245146,0.26459941,341.09601,163.46521,95.269859,252.27565,429.90643,157.00578,11,0,4,0.092209481,0.094540298,1,3.2949901,123.67817,18.263031,60.932114,25.385227,60.466732,67.49588,0,105.85911,0,206.22258,15.53405,104.58631,72.770226,43.395977,69.648636,32.897186,124.72751,18.263031,202.01395,196.10001,0.28022119,6.5545888,4.1745467,10.605315,593.37164,781.77118,34.645111,0,0,23.425066,361.85352,75.032074,112.33786,612.63196,7671,80,234,0.27111232,0.81244004,0.5,4,4,1
723,O1C(C)C(C)C(OC(=O)C)C(C)C(=O)[C@@]2(OC2)CC(C)C(OC2OC(CC(N(C)C)C2OC(=O)C)C)C(C)C(OC2OC(C)C(OC(=O)C)C(OC)C2)C(C)C1=O,Troleandomycin,,,,,,,,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,4/4,Zhu  Fourches  LiuZ_Pfizer  Ekins,Positive,1,129.96513,0,0,3,5,12,0,0,0,124,0,12,57,34,177.62938,1.432495,0,0,41,0,0,67,0,1,15,0,0,1.8001374,-2.8084669,-0.18901595,0.059330042,2.8629346,-2.8977084,-0.067434564,0.123,2.8001554,-2.5814817,0.055066735,0.13506633,3.0809755,99.174866,9,0.15000001,0,127,5,60,4,12,0.2,122,0,42.678551,36.214321,29.643381,30.030132,26.596876,20.316088,13.361167,13.72121,18,17,0.74655128,17,0,-0.8562457,-0.33308208,-0.10763723,3.5246325,-0.96093965,-0.28851256,-0.037,3.5007305,-0.53645128,-0.12017988,-0.054299999,3.7260458,49.653332,21.386189,12.135553,45.791355,19.693552,11.163468,15.820954,16,0,0,2,4.2374802,-5.6521401,20.718853,1,1,29,0,3,26,3,8.5279999,-8.5279999,5.4612451,-5.4612451,0.049029768,0.069019929,310.62265,117.53197,9.8098574,30.768337,0,58.833996,0,120.12304,93.738388,0,0,0,67.834602,25.037561,0.81816363,0.36765364,0.11131742,0.18183638,0.63234633,0.070518963,682.59424,306.73358,92.872162,151.70616,527.56683,58.833996,0.47058824,0.8888889,8.5279999,-8.5279999,0.077274859,0.094981238,0.63893121,0.12923817,0.11131742,0.36106881,0.87076181,0.24975139,533.06055,107.82346,92.872162,301.23987,726.47693,208.36769,9,1,4,0.077274859,0.094981238,0.80701756,3.6208999,0,39.793781,308.56277,20.926258,22.05398,101.17825,0,0,56.605217,366.58615,20.2265,229.30997,3.1243138,22.05398,79.252815,0,56.605217,57.595726,467.7644,184.19,0.22805569,6.9068904,3.8759975,11.45348,834.30042,1090.319,82.85714,0,0,0,590.30316,106.72454,82.85714,813.979,12271,103,298,0.13186809,0.78254193,0.4,4,4,1
724,O1C(C)C(NC(=O)C=2C3=Nc4c(OC3=C(C)C(=O)C=2N)c(ccc4C(=O)NC2C(OC(=O)C(N(C)C(=O)CN(C)C(=O)C3N(CCC3)C(=O)C(NC2=O)C(C)C)C(C)C)C)C)C(=O)NC(C(C)C)C(=O)N2C(CCC2)C(=O)N(CC(=O)N(C)C(C(C)C)C1=O)C,Actinomycin-D (Dactinomycin),1,Zhu LD,1,Fourches,1,1,LiuR_2015,LiuZ_PLOS_SIDER,1,0,1,LiuZ_Pfizer,,,,1,Ekins,A,1,Rodgers,,,,6/7,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers,Positive,1,192.4962,0,0,3,5,14,0,6,0,176,5,19,90,48,284.02148,1.6137583,0,0,62,0,0,86,0,12,16,0,0,1.2051396,-2.6791949,-0.42359996,0.44154981,2.7523,-2.8649671,-0.39688486,0.41901535,2.6991816,-2.4297271,-0.29211825,0.55817288,3.0045767,127.3978,8,0.083333336,6,182,16,96,4,10,0.10416666,160,0,66.976631,54.134277,41.894459,43.855679,42.101631,30.527496,18.267191,20.211027,10,10,0.76284939,28,0,-0.84131259,-0.41348457,0.035304144,3.4004416,-1.3399031,-0.35977989,0.037772082,3.3344064,-0.53069139,-0.20694824,0.11641809,3.6383469,77.353516,33.237656,17.360096,59.74408,25.592819,13.339439,16.989105,28,6,0,3,1.219,-10.72077,32.581318,0,1,56,0,5,28,5,17.405001,-17.406,9.248415,-9.248415,0.030872431,0.037040669,394.53265,115.55731,72.721848,34.476051,112.05476,55.316059,0,124.25941,162.23633,0,0,5.6825762,183.02109,8.0588322,0.7128098,0.38114345,0.15518564,0.2871902,0.61885655,0.13200457,903.78357,483.25824,196.7625,364.13333,784.65869,167.37083,0.5,1,17.405001,-17.406,0.037862685,0.051706307,0.52619547,0.17800014,0.15321094,0.47380453,0.82199985,0.3205936,667.17212,225.68939,194.25874,600.74481,1042.2275,406.48605,14,1,7,0.037862685,0.051706307,1,0.14962,115.94008,95.269005,353.1394,73.758316,47.876549,162.74561,0,35.286369,75.473625,407.91235,32.318871,332.20859,46.5313,89.686188,70.778954,35.653934,110.75999,150.28143,531.50092,355.54001,0.1617589,7.5849624,4.567575,12.728859,1267.9169,1645.7219,182.05255,0,0,40.472794,783.04614,181.58165,222.52534,1255.438,45378,178,480,0.17418317,0.9701342,0.4,2,4,1
725,O1C(C)C(NC2C=C(CO)C(O)C(O)C2O)C(O)C(O)C1OC1C(O)C(O)C(OC1CO)OC1C(O)C(O)C(OC1CO)O,Acarbose ,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,3,1,,,,,,,,,,,1,1,Chen,6/6,Zhu  Fourches  Rodgers  LiuR  LiuZ_SIDER  Chen,Positive,1,88.208099,0,0,3,5,19,0,0,0,87,14,33,44,22,136.05165,1.563812,0,0,25,0,0,43,0,1,18,0,0,1.4052668,-2.791523,-0.70472056,0.76108599,2.8386953,-2.9875352,-0.85822076,0.56765443,2.6472824,-2.5767012,-0.58039296,0.85059011,3.0331278,57.247902,9,0.19148937,0,90,1,47,4,9,0.19148937,89,0,32.618073,23.523344,15.168325,15.375433,20.745728,14.123129,7.6580839,7.9519253,19,19,0.86831015,20,0,-0.82319707,-0.44461787,0.19597015,3.1668439,-1.1558732,-0.54514498,-0.0047384794,3.0381866,-0.52804852,-0.28498676,0.24090509,3.3595922,36.829334,15.48,7.5306125,36.1703,15.196491,7.3904991,12.49231,19,14,0,3,-7.5079999,1.48217,13.819201,0,1,24,0,4,16,5,13.104,-13.104,7.1308832,-7.1308832,0.029808505,0.055023488,12.796158,166.95076,72.383087,33.464725,134.21425,0,0,20.956217,12.254904,0,0,0,0,113.6337,0.56261134,0.2591438,0.20053461,0.43738866,0.74085623,0.23685405,318.80585,146.84482,113.6337,247.84795,419.80899,134.21425,0.5,1,13.104,-13.104,0.042735044,0.068681322,0.25137725,0.22605892,0.22605892,0.74862278,0.7739411,0.52256382,142.44388,128.09714,128.09714,424.20993,438.55667,296.11279,10,1,4,0.042735044,0.068681322,1,-8.5644999,348.01871,0,179.10397,62.778774,0,3.185575,0,17.643185,0,33.326015,13.77351,54.999439,330.00793,18.01075,127.29011,0,17.643185,62.778774,33.326015,321.17001,0.28022119,6.5545888,4.0920258,10.615861,566.65381,743.52234,12.518781,0,0,0,245.41928,44.125496,194.57133,645.60797,7413,86,234,0.019720295,0.37405077,0.0,0,0,1
